16 31 30
16 32 30
16 33 30
16 34 30
16 35 30
16 36 0
17 0 0
17 1 30
17 2 30
17 3 30
17 4 30
17 5 30
17 6 30
17 7 30
17 8 30
17 9 30
17 10 30
17 11 30
17 12 30
17 13 30
17 14 30
17 15 30
17 16 30
17 17 30
17 18 30
17 19 30
17 20 30
17 21 30
17 22 30
17 23 30
17 24 30
17 25 30
17 26 30
17 27 30
17 28 30
17 29 30
17 30 30
17 31 30
17 32 30
17 33 30
17 34 30
17 35 30
17 36 0
18 0 0
18 1 0
18 2 0
18 3 0
18 4 0
18 5 0
18 6 0
18 7 0
18 8 0
18 9 0
18 10 0
18 11 0
18 12 0
18 13 0
18 14 0
18 15 0
18 16 0
18 17 0
18 18 0
18 19 0
18 20 0
18 21 0
18 22 0
18 23 0
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 0
18 30 0
18 31 0
18 32 0
18 33 0
18 34 0
18 35 0
18 36 0
